SLF940,CompID,REFNUM,BATCHID,CUSTID,CustPO,PickLine,ItemNum,Color,Size,Cust-SKU,ItmQty,Ctns,ctn_qty,ctn_cube,ctn_wgt,itm_name,DtlCount,PO-Num,Rel-ID,ReqDt,StartDt,CancelDt,Dept,STORE,ShipToName,ShipToAdd1,ShipToAdd2,City,State,Cntry,ZipCode,Country,HdrNote,ship-via
SLF940,VAND,166006,,BBB,EB5L7ZX,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1146,BB&B #1146 North Las Vegas,6564 N. Decatur Blvd.,,Las Vegas,NV,,89131-,,,
SLF940,VAND,166007,,BBB,EB5K9YL,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0517,BB&B #0517 North Little Rock,4122 McCain Blvd,,North Little Rock,AR,,72117-,,,
SLF940,VAND,166008,,BBB,EB5K9HY,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0242,BB&B #0242 Davenport,4022 EAST 53rd STREET,,DAVENPORT,IA,,52807-,,,
SLF940,VAND,166009,,BBB,EB5K8XC,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1140,BB&B #1140 American Fork,773 West Grassland Dr,,American Fork,UT,,84003-,,,
SLF940,VAND,166010,,BBB,EB5K4MU,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1414,BB&B #1414 Hudson,17 Highland Commons East,,HUDSON,MA,,01749-,,,
SLF940,VAND,166011,,BBB,EB5J5YQ,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0606,BB&B #0606 Surprise,13723 W Bell Road,,Surprise,AZ,,85374-,,,
SLF940,VAND,166012,,BBB,EB5J5NR,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0827,BB&B #0827 W. DesMoines,6805 Mills Civic Parkway Suite,,West DesMoines,IA,,50266-,,,
SLF940,VAND,166013,,BBB,EB5H8RZ,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0528,BB&B #0528 Clay,3853 State Route 31,,Liverpool,NY,,13090-,,,
SLF940,VAND,166014,,BBB,EB5H8LC,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1149,BB&B #1149 Sioux Falls,3800 South Louise Ave,,Sioux Falls,SD,,57106-,,,
SLF940,VAND,166015,,BBB,EB5H7ZF,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0309,BB&B #0309 Charlotte,9559 South Boulevard,,Charlotte,NC,,28273-,,,
SLF940,VAND,166016,,BBB,EB5H7WM,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0116,BB&B #0116 Humble,20514 HIGHWAY 59 N.,,HUMBLE,TX,,77338-,,,
SLF940,VAND,166017,,BBB,EB5F8TR,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0481,BB&B #0481 Lewisville,420 East FM 3040 Suite 300,,Lewisville,TX,,75067-,,,
SLF940,VAND,166018,,BBB,EB5F5KP,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0837,BB&B #0837 Brookfield,14 Candlewood Lake Road,,Brookfield,CT,,06804-,,,
SLF940,VAND,166019,,BBB,EB5F3DA,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0439,BB&B #0439 Crofton,2382 Brandermill Blvd Suite102,,Gambrills,MD,,21054-,,,
SLF940,VAND,166020,,BBB,EB5E6ZG,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0321,BB&B #0321 Lafayette,3617 Ambassador Caffery,,Lafayette,LA,,70503-,,,
SLF940,VAND,166021,,BBB,EB5E6SS,1,PL5202,,,,18,3,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1177,BB&B #1177 DC USA,3100 14th Street NW,,Washington,DC,,20010-,,,
SLF940,VAND,166022,,BBB,EB5E5YH,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0343,BB&B #0343 Grandville,4830 Wilson Avenue SW,,Grandville,MI,,49418-,,,
