SLF940,CompID,REFNUM,BATCHID,CUSTID,CustPO,PickLine,ItemNum,Color,Size,Cust-SKU,ItmQty,Ctns,ctn_qty,ctn_cube,ctn_wgt,itm_name,DtlCount,PO-Num,Rel-ID,ReqDt,StartDt,CancelDt,Dept,STORE,ShipToName,ShipToAdd1,ShipToAdd2,City,State,Cntry,ZipCode,Country,HdrNote,ship-via
SLF940,VAND,166612,,BBB,EC2H2FA,1,PL5202,,,,24,4,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0060,BB&B #0060 Fairlawn,3750 WEST MARKET ST,Unit K,FAIRLAWN,OH,,44333-,,,
SLF940,VAND,166613,,BBB,EC2G5YT,1,PL5202,,,,24,4,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0100,BB&B #0100 West Kendall,12010 N. KENDALL DRIVE,,MIAMI,FL,,33186-,,,
SLF940,VAND,166614,,BBB,EC2G5KT,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0801,BB&B #0801 Tupelo,3938 N. Gloster Street Suite E.,,Tupelo,MS,,38804-,,,
SLF940,VAND,166615,,BBB,EC2F9WD,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0483,BB&B #0483 Lynncroft,3160 Evans Street Suite B,,Greenville,NC,,27834-,,,
SLF940,VAND,166616,,BBB,EC2F9TX,1,PL5202,,,,18,3,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0349,BB&B #0349 Greenville,1117 Woodruff Road Suite D,,Greenville,SC,,29607-,,,
SLF940,VAND,166617,,BBB,EC2F7QL,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0236,BB&B #0236 Daytona Beach,2500 W. INTERNTL SPEEDWAY BLVD,,DAYTONA BEACH,FL,,32114-,,,
SLF940,VAND,166618,,BBB,EC2F3YA,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1134,BB&B #1134 Aiken,339 Fabian Drive,,Aiken,SC,,29803-,,,
SLF940,VAND,166619,,BBB,EC2E3FH,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0285,BB&B #0285 Fort Myers,13499 S Cleveland Ave Suite200,,Fort Myers,FL,,33907-,,,
SLF940,VAND,166629,,BBB,EC3Y3PG,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0476,BB&B #0476 West Nashville,7657 Highway 70 South Suite112,,Nashville,TN,,37221-,,,
SLF940,VAND,166630,,BBB,EC3V6DR,1,PL5202,,,,18,3,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1152,BB&B #1152 Alameda,2246 South Shore Center,,Alameda,CA,,94501-,,,
SLF940,VAND,166631,,BBB,EC3U2HN,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1313,BB&B #1313 Southaven,6400 Towne Center Loop,,Southaven,MS,,38671-,,,
SLF940,VAND,166632,,BBB,EC3R9HZ,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0124,BB&B #0124 Cary,405 CROSS ROADS BOULEVARD,,CARY,NC,,27518-,,,
SLF940,VAND,166633,,BBB,EC3R9FQ,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0765,BB&B #0765 Fredericksburg,3700 Plank Road,,Fredericksburg,VA,,22407-,,,
SLF940,VAND,166634,,BBB,EC3R9BQ,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1045,BB&B #1045 Alexandria,7690 B Richmond Highway,,Alexandria,VA,,22306-,,,
SLF940,VAND,166635,,BBB,EC3R2RE,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0057,BB&B #0057 Atlanta,130 PERIMETER CENTER WEST,,ATLANTA,GA,,30346-,,,
SLF940,VAND,166636,,BBB,EC3P6ZR,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0156,BB&B #0156 Henrico,10050 WEST BROAD STREET,,GLEN ALLEN,VA,,23060-,,,
SLF940,VAND,166637,,BBB,EC3N8WY,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0309,BB&B #0309 Charlotte,9559 South Boulevard,,Charlotte,NC,,28273-,,,
SLF940,VAND,166638,,BBB,EC3N7ND,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1138,BB&B #1138 Jacksonville Beach,4054 South 3rd Street,,Jacksonville Beach,FL,,32250-,,,
SLF940,VAND,166639,,BBB,EC3M5KG,1,PL5202,,,,246,41,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0644,BB&B #0644 La Mirada,c/o St George Logistics,14445 Alondra Blvd,La Mirada,CA,,90638-,,,
SLF940,VAND,166640,,BBB,EC3L8QN,1,PL5202,,,,18,3,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1023,BB&B #1023 Fairfield,2260 Kings Highway,,Fairfield,CT,,06824-,,,
SLF940,VAND,166641,,BBB,EC3L4HM,1,PL5202,,,,18,3,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0265,BB&B #0265 Mandeville,3414 HIGHWAY 190 SUITE 2,,MANDEVILLE,LA,,70471-,,,
SLF940,VAND,166642,,BBB,EC3L2JK,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0833,BB&B #0833 Viera,2291 Town Center Ave Suite 101,,Melbourne,FL,,32940-,,,
SLF940,VAND,166643,,BBB,EC3K7GG,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1247,BB&B #1247 Eastchase,7971 Eastchase Parkway,,Montgomery,AL,,36117-,,,
SLF940,VAND,166644,,BBB,EC3K5ZM,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0329,BB&B #0329 Grand Forks,3841 32nd Avenue South,,Grand Forks,ND,,58201-,,,
SLF940,VAND,166645,,BBB,EC3K5WT,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0392,BB&B #0392 Macon,4667 Presidential Parkway,,Macon,GA,,31206-,,,
SLF940,VAND,166646,,BBB,EC3J9WP,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1112,BB&B #1112 Rutland,322 Route 7 South,,Rutland,VT,,05701-,,,
SLF940,VAND,166647,,BBB,EC3J5QZ,1,PL5202,,,,18,3,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0317,BB&B #0317 Winston-Salem,1020 Hanes Mall Blvd.,,Winston Salem,NC,,27103-,,,
SLF940,VAND,166648,,BBB,EC3J3HA,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0572,BB&B #0572 North Charleston,7250 Rivers Ave Building 1000,,North Charleston,SC,,29406-,,,
SLF940,VAND,166675,,BBB,EC4H9UK,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1057,BB&B #1057 Salisbury,2653 N. Salisbury Blvd.,,Salisbury,MD,,21801-,,,
SLF940,VAND,166676,,BBB,EC4H7YB,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1183,BB&B #1183 Dothan,4863 Montgomery Highway Suite 200,,Dothan,AL,,36303-,,,
SLF940,VAND,166677,,BBB,EC4H7GZ,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1221,BB&B #1221 Wilson,3401 Raleigh Road Parkway W. Building 5A,,Wilson,NC,,27896-,,,
SLF940,VAND,166678,,BBB,EC4G8EM,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0237,BB&B #0237 Mt. Pleasant,1744 TOWNE CENTRE WAY,,MT. PLEASANT,SC,,29464-,,,
SLF940,VAND,166679,,BBB,EC4H3PW,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0400,BB&B #0400 Destin,4441 Commons Drive East,,Destin,FL,,32541-,,,
SLF940,VAND,166680,,BBB,EC4F8TV,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0178,BB&B #0178 St. Petersburg,2060 66th Street North,,St. Petersburg,FL,,33710-,,,
SLF940,VAND,166681,,BBB,EC4F7AK,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0464,BB&B #0464 North Raleigh,9521 Strickland Road,,Raleigh,NC,,27615-,,,
SLF940,VAND,166682,,BBB,EC4E8UJ,1,PL5202,,,,18,3,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0192,BB&B #0192 Midlothian,11609 MIDLOTHIAN TURNPIKE,,MIDLOTHIAN,VA,,23113-,,,
SLF940,VAND,166683,,BBB,EC4B7TA,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0435,BB&B #0435 Matthews,10530 Northeast Parkway,,Matthews,NC,,28105-,,,
SLF940,VAND,167774,,BBB,EC4A5CS,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0106,BB&B #0106 Chesapeake,1324 GREENBRIER PARKWAY,,CHESAPEAKE,VA,,23320-,,,
SLF940,VAND,167775,,BBB,EC4A2BE,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0543,BB&B #0543 Largo,10500 Ulmerton Road Suite 310,,Largo,FL,,33771-,,,
SLF940,VAND,167776,,BBB,EC3Z9UK,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0381,BB&B #0381 Bayamon,Crowley Logistics Services,2113 W 30th St.,JACKSONVILLE,FL,,32209-,,,
