HDR940,JF2015,JF054-BD50586-001,WALMART DC 7356,33011,7356,00020,3358570009,BD50586,001,06/14/2018,06/25/2018,06/27/2018,1,J B HUNT,WALMART DC 7356,3215 COMMERCE CENTER BLVD,,BETHLEHEM,PA,18015
DTL940,JF2015,JF054-BD50586-001,33011,3358570009,1,JF06152WCD/6,552371153,30.0000,5.000,6,8.800000,40.0000,CHEVRON PLASTIC WASTECAN
