HDR940,JF2015,JF052-BD50571-001,WAL-MART DC 6280,33011,06280,00020,6158560009,BD50571,001,06/14/2018,06/20/2018,06/22/2018,1,J B HUNT,WAL-MART DC 6280,9590 ALLPOINTS PARKWAY,,PLAINFIELD,IN,46168
DTL940,JF2015,JF052-BD50571-001,33011,6158560009,1,KAL01523PDQCD,552928528,4.0000,1.000,4,.444000,6.0000,JOHN DEERE TUB MATS
