SLF940,CompID,REFNUM,BATCHID,CUSTID,CustPO,PickLine,ItemNum,Color,Size,Cust-SKU,ItmQty,Ctns,ctn_qty,ctn_cube,ctn_wgt,itm_name,DtlCount,PO-Num,Rel-ID,ReqDt,StartDt,CancelDt,Dept,STORE,ShipToName,ShipToAdd1,ShipToAdd2,City,State,Cntry,ZipCode,Country,HdrNote,ship-via
SLF940,VAND,166341,,BBB,EB7W9WG,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0096,BB&B #0096 Merrillville,2520 E. 79TH AVE.,,MERRILLVILLE,IN,,46410-,,,
SLF940,VAND,166342,,BBB,EB7W9RY,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1117,BB&B #1117 Conroe,2920 Interstate 45 N.,,Conroe,TX,,77303-,,,
SLF940,VAND,166343,,BBB,EB7W6PX,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0328,BB&B #0328 Fargo,4340 13th Avenue SW,,Fargo,ND,,58103-,,,
SLF940,VAND,166344,,BBB,EB7W3KK,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0623,BB&B #0623 Frankfort,11165 W Lincoln Highway,,Frankfort,IL,,60423-,,,
SLF940,VAND,166345,,BBB,EB7V6TH,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0039,BB&B #0039 Schaumburg,915 EAST GOLF ROAD,,SCHAUMBURG,IL,,60173-,,,
SLF940,VAND,166346,,BBB,EB7V5PL,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0486,BB&B #0486 Skokie,5545 W Touhy Avenue,,Skokie,IL,,60077-,,,
SLF940,VAND,166347,,BBB,EB7V4RM,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0443,BB&B #0443 Fairway Plaza,5636 Fairmont Parkway,,Pasadena,TX,,77505-,,,
SLF940,VAND,166348,,BBB,EB7V3KM,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,1133,BB&B #1133 Cottonwood,3601 Old Airport Road Suite A,,Albuquerque,NM,,87114-,,,
SLF940,VAND,166349,,BBB,EB7U8XE,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0164,BB&B #0164 Oklahoma City,2848 NW 63rd STREET,,OKLAHOMA CITY,OK,,73116-,,,
SLF940,VAND,166350,,BBB,EB7U7QZ,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0458,BB&B #0458 North Olmsted,25975 Great Northern Plaza,,North Olmsted,OH,,44070-,,,
SLF940,VAND,166351,,BBB,EB7U5ZA,1,PL5202,,,,6,1,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0323,BB&B #0323 Pickerington,1750 Hill Road North,,Pickerington,OH,,43147-,,,
SLF940,VAND,166352,,BBB,EB7T6YB,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0430,BB&B #0430 Northwoods,1730 N Loop 1604 E,Suite 107,San Antonio,TX,,78232-,,,
SLF940,VAND,166353,,BBB,EB7S6HP,1,PL5202,,,,54,9,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0644,BB&B #0644 La Mirada,c/o St George Logistics,14445 Alondra Blvd,La Mirada,CA,,90638-,,,
SLF940,VAND,166354,,BBB,EB7S6DC,1,PL5202,,,,12,2,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0083,BB&B #0083 Palm Desert,72459 HIGHWAY 111,,PALM DESERT,CA,,92260-,,,
SLF940,VAND,166355,,BBB,EB7S3DN,1,PL5202,,,,30,5,6,,,,,,,3/28/2019,3/28/2019,4/5/2019,,0048,BB&B #0048 BEACHWOOD,4031 Richmond Rd,,Warrensville Hts,OH,,44122-,,,
