SLF940,CompID,REFNUM,BATCHID,CUSTID,CustPO,PickLine,ItemNum,Color,Size,Cust-SKU,ItmQty,Ctns,ctn_qty,ctn_cube,ctn_wgt,itm_name,DtlCount,PO-Num,Rel-ID,ReqDt,StartDt,CancelDt,Dept,STORE,ShipToName,ShipToAdd1,ShipToAdd2,City,State,ZipCode,HdrNote
SLF940,TEST,TEST1,-,GSI,GSI2719,1,GS-PRE-STL-GS-24,STEALTH,-,-,15000,250,60,,,,3,,,2/7/2019,2/7/2019,2/8/2019,,,FREIGHTHORSE,1118 E. 223RD STREET,,CARSON,CA,90745,SHIP OUT WITH THE LABELS 
SLF940,TEST,TEST1,-,GSI,GSI2719,2,GS-PRE-RED-GS-24,METALLIC RED,-,-,4980,83,60,,,,3,,,2/7/2019,2/7/2019,2/8/2019,,,FREIGHTHORSE,1118 E. 223RD STREET,,CARSON,CA,90745,SHIP OUT WITH THE LABELS 
SLF940,TEST,TEST2,-,GSI,GSI2721,1,GS-PRE-RGD-GS-24,METALLIC ROSE GOLD,-,-,18000,300,60,,,,3,,,2/7/2019,2/7/2019,2/8/2019,,,FREIGHTHORSE,1118 E. 223RD STREET,,CARSON,CA,90745,SHIP OUT WITH THE LABELS 
