HDR940,JF2015,JF041-BD47652-003,BED BATH & BEYOND #0677,02674,0677,,DG2V6VQ,BD47652,003,06/14/2018,06/03/2018,06/16/2018,1,CALL FOR RTG,BED BATH & BEYOND #0677,2900 S VALLEY PWY,,LEWISVILLE,TX,75067
DTL940,JF2015,JF041-BD47652-003,02674,DG2V6VQ,1,JF00928BBCD,032281009281,8.0000,4.000,2,1.928000,12.0000,STAR WARS CLASSIC SPACE BATTLE WASTECAN
HDR940,JF2015,JF041-BD49714-001,BED BATH & BEYOND #0677,02674,0677,,DG6Q6NC,BD49714,001,06/14/2018,06/10/2018,06/23/2018,12,CALL FOR RTG,BED BATH & BEYOND #0677,2900 S VALLEY PWY,,LEWISVILLE,TX,75067
DTL940,JF2015,JF041-BD49714-001,02674,DG6Q6NC,1,JF00927BBCD,032281009274,2.0000,1.000,2,.249000,2.0000,STAR WARS CLASSIC SPACE BATTLE LP
DTL940,JF2015,JF041-BD49714-001,02674,DG6Q6NC,2,JF07729MCD,032281077297,3.0000,1.000,3,.509000,4.0000,MICKEY BIG FACES MICKEY MF SC
DTL940,JF2015,JF041-BD49714-001,02674,DG6Q6NC,3,JF07730MCD,032281077303,12.0000,2.000,6,.874000,8.0000,MICKEY BIG FACE MICKEY RESIN L
DTL940,JF2015,JF041-BD49714-001,02674,DG6Q6NC,4,JF07755MCD,032281077556,6.0000,1.000,6,.407000,5.0000,PRINCESS DREAM RESIN TBH
DTL940,JF2015,JF041-BD49714-001,02674,DG6Q6NC,5,JF07756MCD,032281077563,6.0000,2.000,3,1.312000,8.0000,PRINCESS DREAM WASTEBASKET
DTL940,JF2015,JF041-BD49714-001,02674,DG6Q6NC,6,JF07788BBCD,032281077884,10.0000,5.000,2,1.400000,15.0000,MARVEL COMICS SHOWER CURTAIN
DTL940,JF2015,JF041-BD49714-001,02674,DG6Q6NC,7,JF07804BBCD,032281078041,12.0000,6.000,2,3.654000,18.0000,MARVEL COMICS WASTEBASKET
DTL940,JF2015,JF041-BD49714-001,02674,DG6Q6NC,8,JF08893BBCD,032281088934,2.0000,1.000,2,.112000,1.0000,MARVEL COMICS LOTION PUMP
DTL940,JF2015,JF041-BD49714-001,02674,DG6Q6NC,9,JF25036WCD,032281250362,4.0000,2.000,2,.874000,4.0000,SOFIA 1ST SCROLL PILLOWTIME PAL
DTL940,JF2015,JF041-BD49714-001,02674,DG6Q6NC,10,JF27482BBCD,032281274825,10.0000,5.000,2,1.850000,30.0000,MARVEL COMICS GOOD GUYS MF FULL SS
DTL940,JF2015,JF041-BD49714-001,02674,DG6Q6NC,11,JF27539BBCD,032281275396,10.0000,5.000,2,2.105000,30.0000,JOJO SWEET LIFE FULL SHEET SET
DTL940,JF2015,JF041-BD49714-001,02674,DG6Q6NC,12,JF28842BBCD,032281288426,2.0000,1.000,2,.375000,5.0000,CARE BEARS RAINBOW HEARTS TWIN
