HDR940,JF2015,JF062-BD50604-001,WAL-MART DC 6006A-ASM DIS,23011,6069,00020,1954384266,BD50604,001,06/15/2018,06/19/2018,06/19/2018,9,J B HUNT,WAL-MART DC 6006A-ASM DIS,2200 7TH AVENUE SOUTHWEST,,CULLMAN,AL,35055
DTL940,JF2015,JF062-BD50604-001,23011,1954384266,1,JF09311WMCD,553284811,6.0000,1.000,6,.509000,6.0000,FRET BLUE SHOWER CURTAIN MF
DTL940,JF2015,JF062-BD50604-001,23011,1954384266,2,JF09314WMCD,553284814,6.0000,1.000,6,.925000,6.0000,FRET LOTION PUMP CERAMIC
DTL940,JF2015,JF062-BD50604-001,23011,1954384266,3,JF06120WCD/12,554031428,24.0000,2.000,12,1.144000,20.0000,STAR WARS CLASSIC SAGA SHOWER
DTL940,JF2015,JF062-BD50604-001,23011,1954384266,4,JF07622WMCD,564331436,8.0000,4.000,2,1.604000,8.8400,MICKEY CLASSIC FOAM BATH RUG
DTL940,JF2015,JF062-BD50604-001,23011,1954384266,5,JF07716WMCD,564334101,24.0000,2.000,12,1.592000,20.0000,MS ELEPHANT SHOWER HOOKS
DTL940,JF2015,JF062-BD50604-001,23011,1954384266,6,JF07714WMCD,564334104,18.0000,3.000,6,2.499000,18.0000,MS ELEPHANT LOTION PUMP
DTL940,JF2015,JF062-BD50604-001,23011,1954384266,7,JF07613WMCD,564334106,18.0000,3.000,6,5.280000,24.0000,MS MIDNIGHT ROSE WASTE BASKET
DTL940,JF2015,JF062-BD50604-001,23011,1954384266,8,JF07614WMCD,564334109,24.0000,2.000,12,1.592000,20.0000,MS MIDNIGHT ROSE SHOWER HOOKS
DTL940,JF2015,JF062-BD50604-001,23011,1954384266,9,JF07798WMCD/4,564574358,24.0000,6.000,4,3.102000,15.6000,SHOPKINS 3D STRAWBERRY TBH
HDR940,JF2015,JF062-BD50605-001,WAL-MART DC 6006A-ASM DIS,23011,6069,00079,7857287593,BD50605,001,06/15/2018,06/19/2018,06/19/2018,1,J B HUNT,WAL-MART DC 6006A-ASM DIS,2200 7TH AVENUE SOUTHWEST,,CULLMAN,AL,35055
DTL940,JF2015,JF062-BD50605-001,23011,7857287593,1,JF24875WMCD,555493402,2.0000,2.000,1,.832000,6.0000,TMNT IN YOUR FACE MF 4PC TODDLER BED SET
HDR940,JF2015,JF062-BD50606-001,WAL-MART DC 6006A-ASM DIS,23011,6069,00022,8004185765,BD50606,001,06/15/2018,06/19/2018,06/19/2018,14,J B HUNT,WAL-MART DC 6006A-ASM DIS,2200 7TH AVENUE SOUTHWEST,,CULLMAN,AL,35055
DTL940,JF2015,JF062-BD50606-001,23011,8004185765,1,JF24044WMCD,551567542,18.0000,9.000,2,4.680000,25.7400,SPIDERMAN HOMECOMING FLEECE THROW
DTL940,JF2015,JF062-BD50606-001,23011,8004185765,2,JF29595WMCD,551814582,4.0000,2.000,2,1.750000,5.2800,CARS 3 RACE TRACK PILLOWBUDDY
DTL940,JF2015,JF062-BD50606-001,23011,8004185765,3,JF28975WMCD,551826716,4.0000,2.000,2,.868000,5.7200,MOANA JOURNEY W/ MAUI FLEECE THROW
DTL940,JF2015,JF062-BD50606-001,23011,8004185765,4,JF25335WMCD,551830044,4.0000,2.000,2,.710000,12.1200,MINECRAFT CREEPER FULL SS
DTL940,JF2015,JF062-BD50606-001,23011,8004185765,5,JF26818WMCD,556163725,4.0000,2.000,2,.954000,6.0000,STAR WARS CLASSIC SPACE LOGO FLC THROW
DTL940,JF2015,JF062-BD50606-001,23011,8004185765,6,JF28976WMCD,557556403,8.0000,4.000,2,3.564000,20.0000,MOANA JOURNEY W/ MAUI FLEECE BLANKET
DTL940,JF2015,JF062-BD50606-001,23011,8004185765,7,JF22958PDQCD,564508546,50.0000,10.000,5,11.950000,57.8000,MINECRAFT GRASS BLOCK 40X50 SI
DTL940,JF2015,JF062-BD50606-001,23011,8004185765,8,JF25747WMCD,566449764,6.0000,3.000,2,2.010000,6.6000,MINNIE MOUSE PILLOWBUDDY
DTL940,JF2015,JF062-BD50606-001,23011,8004185765,9,JF25501WMCD,566449767,40.0000,20.000,2,7.080000,85.4000,SHOPKINS BETTER TOGETHER TWIN
DTL940,JF2015,JF062-BD50606-001,23011,8004185765,10,JF25502WMCD,566449770,24.0000,12.000,2,4.704000,64.4400,SHOPKINS BETTER TOGETHER FULL
DTL940,JF2015,JF062-BD50606-001,23011,8004185765,11,JF25918WMCD,566449772,4.0000,2.000,2,1.312000,3.9600,MINECRAFT CREEPER PILLOWBUDDY
DTL940,JF2015,JF062-BD50606-001,23011,8004185765,12,JF24333WMCD,566449788,32.0000,16.000,2,14.256000,80.0000,AVENGERS FIGHT CLUB BLANKET
DTL940,JF2015,JF062-BD50606-001,23011,8004185765,13,JF25507WMCD,566449790,8.0000,4.000,2,7.332000,32.0000,BLACK PANTHER SILVER TRIBE T/F
DTL940,JF2015,JF062-BD50606-001,23011,8004185765,14,JF25505WMCD,566592306,6.0000,3.000,2,3.159000,8.8200,ASST SHOPKINS PILLOWBUDDY
HDR940,JF2015,JF062-BD50607-001,WAL-MART DC 6009A-ASM DIS,23011,6099,00022,1554195656,BD50607,001,06/15/2018,06/19/2018,06/19/2018,12,J B HUNT,WAL-MART DC 6009A-ASM DIS,1501 MAPLE LEAF ROAD,,MOUNT PLEASANT,IA,52641
DTL940,JF2015,JF062-BD50607-001,23011,1554195656,1,JF29592WMCD,551811614,20.0000,10.000,2,3.740000,53.0000,CARS 3 RACE TRACK FULL SS
DTL940,JF2015,JF062-BD50607-001,23011,1554195656,2,JF28975WMCD,551826716,30.0000,15.000,2,6.510000,42.9000,MOANA JOURNEY W/ MAUI FLEECE THROW
DTL940,JF2015,JF062-BD50607-001,23011,1554195656,3,JF25335WMCD,551830044,2.0000,1.000,2,.355000,6.0600,MINECRAFT CREEPER FULL SS
DTL940,JF2015,JF062-BD50607-001,23011,1554195656,4,JF27892WMCD,555596834,12.0000,6.000,2,2.430000,36.0000,MOANA THE JOURNEY MF FULL SS
