HDR940,JF2015,JF226-BD51896-001,WAL-MART DC 6280,33011,06280,00022,6858520065,BD51896,001,06/22/2018,06/29/2018,07/03/2018,1,J B HUNT,WAL-MART DC 6280,9590 ALLPOINTS PARKWAY,,PLAINFIELD,IN,46168
DTL940,JF2015,JF226-BD51896-001,33011,6858520065,1,JF24614WCD,553068188,2.0000,1.000,2,.173000,2.0000,STAR WARS REBELS MF DRAPES
