SLF940,COMPID,REFNUM,BATCHID,CUSTID,CUSTPO,PICKLINE,ITEMNUM,COLOR,SIZE,CUST_SKU,ITMQTY,CTNS,CTN_QTY,CTN_CUBE,CTN_WGT,ITM_NAME,DTLCOUNT,PONUM,RELID,REQDT,STARTDT,CANCELDT,DEPT,STORE,SHIPTONAME,SHIPTOADD1,SHIPTOADD2,CITY,STATE,ZIPCODE,COUNTRY,HDRNOTE,SHIP_VIA
SLF940,JF2015,BE96334-001,JF394-20200128,23011,5858992925,4,JF31984WMFL,,,566073660,88,22,4,9.35,88.22,SPIDERMAN 2PC BATH SET,9,,5,1/28/2020,1/31/2020,1/31/2020,20,6319,WAL-MART DC 6031A-ASM DIS,23701 WEST SOUTHERN AVE,,BUCKEYE,AZ,85326,USA,,J B HUNT
SLF940,JF2015,BE96334-001,JF394-20200128,23011,5858992925,5,JF68745WMFL,,,568575459,44,11,4,5.038,33.88,JOJO WOW UNICORN HOODED TOWEL,9,,6,1/28/2020,1/31/2020,1/31/2020,20,6319,WAL-MART DC 6031A-ASM DIS,23701 WEST SOUTHERN AVE,,BUCKEYE,AZ,85326,USA,,J B HUNT
SLF940,JF2015,BE96334-001,JF394-20200128,23011,5858992925,6,JF68471WMFL,,,575499141,40,10,4,4.19,14.4,TOY STORY HOODED TOWEL,9,,7,1/28/2020,1/31/2020,1/31/2020,20,6319,WAL-MART DC 6031A-ASM DIS,23701 WEST SOUTHERN AVE,,BUCKEYE,AZ,85326,USA,,J B HUNT
SLF940,JF2015,BE96334-001,JF394-20200128,23011,5858992925,7,JF37262WMFL,,,575950672,60,15,4,6.375,59.85,FROZEN MODDULAR 2PC BATH SET,9,,8,1/28/2020,1/31/2020,1/31/2020,20,6319,WAL-MART DC 6031A-ASM DIS,23701 WEST SOUTHERN AVE,,BUCKEYE,AZ,85326,USA,,J B HUNT
SLF940,JF2015,BE96334-001,JF394-20200128,23011,5858992925,8,JF68484WMFL,,,575950675,40,10,4,4.19,32.4,FROZEN 2 OLAF HOODED BATH TOWE,9,,9,1/28/2020,1/31/2020,1/31/2020,20,6319,WAL-MART DC 6031A-ASM DIS,23701 WEST SOUTHERN AVE,,BUCKEYE,AZ,85326,USA,,J B HUNT
SLF940,JF2015,BE96334-001,JF394-20200128,23011,5858992925,9,JF68486WMFL,,,575950677,240,60,4,25.14,194.4,FROZEN 2 ELSA HOODED BATH TOWE,9,,10,1/28/2020,1/31/2020,1/31/2020,20,6319,WAL-MART DC 6031A-ASM DIS,23701 WEST SOUTHERN AVE,,BUCKEYE,AZ,85326,USA,,J B HUNT
SLF940,JF2015,BE96335-001,JF394-20200128,23011,5213482844,1,JF68357WMFL,,,555503652,8,2,4,0.812,7,MICKEY STRIPES HOODED TOWEL,10,,1,1/28/2020,1/31/2020,1/31/2020,20,6359,WAL-MART DC 6035A-ASM DIS,3220 NEVADA TERRACE,,OTTAWA,KS,66067,USA,,J B HUNT
SLF940,JF2015,BE96335-001,JF394-20200128,23011,5213482844,2,JF35668WMFL,,,564331437,40,10,4,4.06,50,MINNIE CLASSIC HOODED TOWEL,10,,3,1/28/2020,1/31/2020,1/31/2020,20,6359,WAL-MART DC 6035A-ASM DIS,3220 NEVADA TERRACE,,OTTAWA,KS,66067,USA,,J B HUNT
SLF940,JF2015,BE96335-001,JF394-20200128,23011,5213482844,3,JF35672WMFL,,,564331438,20,5,4,0.565,25,MICKEY CLASSIC HAND TOWEL,10,,4,1/28/2020,1/31/2020,1/31/2020,20,6359,WAL-MART DC 6035A-ASM DIS,3220 NEVADA TERRACE,,OTTAWA,KS,66067,USA,,J B HUNT
SLF940,JF2015,BE96335-001,JF394-20200128,23011,5213482844,4,JF35671WMFL,,,564334102,24,4,6,2.076,20,MICKEY CLASSIC BATH TOWEL,10,,5,1/28/2020,1/31/2020,1/31/2020,20,6359,WAL-MART DC 6035A-ASM DIS,3220 NEVADA TERRACE,,OTTAWA,KS,66067,USA,,J B HUNT
SLF940,JF2015,BE96335-001,JF394-20200128,23011,5213482844,5,JF31984WMFL,,,566073660,48,12,4,5.1,48.12,SPIDERMAN 2PC BATH SET,10,,6,1/28/2020,1/31/2020,1/31/2020,20,6359,WAL-MART DC 6035A-ASM DIS,3220 NEVADA TERRACE,,OTTAWA,KS,66067,USA,,J B HUNT
SLF940,JF2015,BE96335-001,JF394-20200128,23011,5213482844,6,JF68745WMFL,,,568575459,44,11,4,5.038,33.88,JOJO WOW UNICORN HOODED TOWEL,10,,7,1/28/2020,1/31/2020,1/31/2020,20,6359,WAL-MART DC 6035A-ASM DIS,3220 NEVADA TERRACE,,OTTAWA,KS,66067,USA,,J B HUNT
SLF940,JF2015,BE96335-001,JF394-20200128,23011,5213482844,7,JF37262WMFL,,,575950672,68,17,4,7.225,67.83,FROZEN MODDULAR 2PC BATH SET,10,,8,1/28/2020,1/31/2020,1/31/2020,20,6359,WAL-MART DC 6035A-ASM DIS,3220 NEVADA TERRACE,,OTTAWA,KS,66067,USA,,J B HUNT
SLF940,JF2015,BE96335-001,JF394-20200128,23011,5213482844,8,JF68484WMFL,,,575950675,32,8,4,3.352,25.92,FROZEN 2 OLAF HOODED BATH TOWE,10,,9,1/28/2020,1/31/2020,1/31/2020,20,6359,WAL-MART DC 6035A-ASM DIS,3220 NEVADA TERRACE,,OTTAWA,KS,66067,USA,,J B HUNT
SLF940,JF2015,BE96335-001,JF394-20200128,23011,5213482844,9,JF68486WMFL,,,575950677,80,20,4,8.38,64.8,FROZEN 2 ELSA HOODED BATH TOWE,10,,10,1/28/2020,1/31/2020,1/31/2020,20,6359,WAL-MART DC 6035A-ASM DIS,3220 NEVADA TERRACE,,OTTAWA,KS,66067,USA,,J B HUNT
SLF940,JF2015,BE96335-001,JF394-20200128,23011,5213482844,10,JF68485WMFL,,,575950678,16,4,4,1.676,12.96,FROZEN 2 ANNA HOODED BATH TOWE,10,,11,1/28/2020,1/31/2020,1/31/2020,20,6359,WAL-MART DC 6035A-ASM DIS,3220 NEVADA TERRACE,,OTTAWA,KS,66067,USA,,J B HUNT
SLF940,JF2015,BE96336-001,JF394-20200128,23011,2809312788,1,JF68357WMFL,,,555503652,20,5,4,2.03,17.5,MICKEY STRIPES HOODED TOWEL,8,,1,1/28/2020,1/31/2020,1/31/2020,20,6369,WAL-MART DC 6036A-ASM DIS,14863 FM 645 UNIT A,,PALESTINE,TX,75803,USA,,J B HUNT
SLF940,JF2015,BE96336-001,JF394-20200128,23011,2809312788,2,JF35672WMFL,,,564331438,12,3,4,0.339,15,MICKEY CLASSIC HAND TOWEL,8,,3,1/28/2020,1/31/2020,1/31/2020,20,6369,WAL-MART DC 6036A-ASM DIS,14863 FM 645 UNIT A,,PALESTINE,TX,75803,USA,,J B HUNT
SLF940,JF2015,BE96336-001,JF394-20200128,23011,2809312788,3,JF35671WMFL,,,564334102,72,12,6,6.228,60,MICKEY CLASSIC BATH TOWEL,8,,4,1/28/2020,1/31/2020,1/31/2020,20,6369,WAL-MART DC 6036A-ASM DIS,14863 FM 645 UNIT A,,PALESTINE,TX,75803,USA,,J B HUNT
SLF940,JF2015,BE96336-001,JF394-20200128,23011,2809312788,4,JF31984WMFL,,,566073660,80,20,4,8.5,80.2,SPIDERMAN 2PC BATH SET,8,,5,1/28/2020,1/31/2020,1/31/2020,20,6369,WAL-MART DC 6036A-ASM DIS,14863 FM 645 UNIT A,,PALESTINE,TX,75803,USA,,J B HUNT
SLF940,JF2015,BE96336-001,JF394-20200128,23011,2809312788,5,JF37262WMFL,,,575950672,44,11,4,4.675,43.89,FROZEN MODDULAR 2PC BATH SET,8,,6,1/28/2020,1/31/2020,1/31/2020,20,6369,WAL-MART DC 6036A-ASM DIS,14863 FM 645 UNIT A,,PALESTINE,TX,75803,USA,,J B HUNT
SLF940,JF2015,BE96336-001,JF394-20200128,23011,2809312788,6,JF68484WMFL,,,575950675,28,7,4,2.933,22.68,FROZEN 2 OLAF HOODED BATH TOWE,8,,7,1/28/2020,1/31/2020,1/31/2020,20,6369,WAL-MART DC 6036A-ASM DIS,14863 FM 645 UNIT A,,PALESTINE,TX,75803,USA,,J B HUNT
SLF940,JF2015,BE96336-001,JF394-20200128,23011,2809312788,7,JF68486WMFL,,,575950677,160,40,4,16.76,129.6,FROZEN 2 ELSA HOODED BATH TOWE,8,,8,1/28/2020,1/31/2020,1/31/2020,20,6369,WAL-MART DC 6036A-ASM DIS,14863 FM 645 UNIT A,,PALESTINE,TX,75803,USA,,J B HUNT
SLF940,JF2015,BE96336-001,JF394-20200128,23011,2809312788,8,JF68485WMFL,,,575950678,16,4,4,1.676,12.96,FROZEN 2 ANNA HOODED BATH TOWE,8,,9,1/28/2020,1/31/2020,1/31/2020,20,6369,WAL-MART DC 6036A-ASM DIS,14863 FM 645 UNIT A,,PALESTINE,TX,75803,USA,,J B HUNT
SLF940,JF2015,BE96337-001,JF394-20200128,23011,7909163132,1,JF35668WMFL,,,564331437,40,10,4,4.06,50,MINNIE CLASSIC HOODED TOWEL,8,,2,1/28/2020,1/31/2020,1/31/2020,20,6379,WAL-MART DC 6037A-ASM DIS,2650 HWY 395 SOUTH,,HERMISTON,OR,97838,USA,,J B HUNT
SLF940,JF2015,BE96337-001,JF394-20200128,23011,7909163132,2,JF35672WMFL,,,564331438,8,2,4,0.226,10,MICKEY CLASSIC HAND TOWEL,8,,3,1/28/2020,1/31/2020,1/31/2020,20,6379,WAL-MART DC 6037A-ASM DIS,2650 HWY 395 SOUTH,,HERMISTON,OR,97838,USA,,J B HUNT
SLF940,JF2015,BE96337-001,JF394-20200128,23011,7909163132,3,JF35671WMFL,,,564334102,24,4,6,2.076,20,MICKEY CLASSIC BATH TOWEL,8,,4,1/28/2020,1/31/2020,1/31/2020,20,6379,WAL-MART DC 6037A-ASM DIS,2650 HWY 395 SOUTH,,HERMISTON,OR,97838,USA,,J B HUNT
SLF940,JF2015,BE96337-001,JF394-20200128,23011,7909163132,4,JF31984WMFL,,,566073660,56,14,4,5.95,56.14,SPIDERMAN 2PC BATH SET,8,,5,1/28/2020,1/31/2020,1/31/2020,20,6379,WAL-MART DC 6037A-ASM DIS,2650 HWY 395 SOUTH,,HERMISTON,OR,97838,USA,,J B HUNT
SLF940,JF2015,BE96337-001,JF394-20200128,23011,7909163132,5,JF68745WMFL,,,568575459,60,15,4,6.87,46.2,JOJO WOW UNICORN HOODED TOWEL,8,,6,1/28/2020,1/31/2020,1/31/2020,20,6379,WAL-MART DC 6037A-ASM DIS,2650 HWY 395 SOUTH,,HERMISTON,OR,97838,USA,,J B HUNT
SLF940,JF2015,BE96337-001,JF394-20200128,23011,7909163132,6,JF37262WMFL,,,575950672,80,20,4,8.5,79.8,FROZEN MODDULAR 2PC BATH SET,8,,7,1/28/2020,1/31/2020,1/31/2020,20,6379,WAL-MART DC 6037A-ASM DIS,2650 HWY 395 SOUTH,,HERMISTON,OR,97838,USA,,J B HUNT
SLF940,JF2015,BE96337-001,JF394-20200128,23011,7909163132,7,JF68484WMFL,,,575950675,40,10,4,4.19,32.4,FROZEN 2 OLAF HOODED BATH TOWE,8,,8,1/28/2020,1/31/2020,1/31/2020,20,6379,WAL-MART DC 6037A-ASM DIS,2650 HWY 395 SOUTH,,HERMISTON,OR,97838,USA,,J B HUNT
SLF940,JF2015,BE96337-001,JF394-20200128,23011,7909163132,8,JF68486WMFL,,,575950677,120,30,4,12.57,97.2,FROZEN 2 ELSA HOODED BATH TOWE,8,,9,1/28/2020,1/31/2020,1/31/2020,20,6379,WAL-MART DC 6037A-ASM DIS,2650 HWY 395 SOUTH,,HERMISTON,OR,97838,USA,,J B HUNT
SLF940,JF2015,BE96338-001,JF394-20200128,23011,4659382687,1,JF35668WMFL,,,564331437,40,10,4,4.06,50,MINNIE CLASSIC HOODED TOWEL,10,,2,1/28/2020,1/31/2020,1/31/2020,20,6389,WAL-MART DC 6038A-ASM DIS,8827D OLD RIVER RD,,MARCY,NY,13403,USA,,J B HUNT
SLF940,JF2015,BE96338-001,JF394-20200128,23011,4659382687,2,JF35672WMFL,,,564331438,36,9,4,1.017,45,MICKEY CLASSIC HAND TOWEL,10,,3,1/28/2020,1/31/2020,1/31/2020,20,6389,WAL-MART DC 6038A-ASM DIS,8827D OLD RIVER RD,,MARCY,NY,13403,USA,,J B HUNT
SLF940,JF2015,BE96338-001,JF394-20200128,23011,4659382687,3,JF35671WMFL,,,564334102,36,6,6,3.114,30,MICKEY CLASSIC BATH TOWEL,10,,4,1/28/2020,1/31/2020,1/31/2020,20,6389,WAL-MART DC 6038A-ASM DIS,8827D OLD RIVER RD,,MARCY,NY,13403,USA,,J B HUNT
SLF940,JF2015,BE96338-001,JF394-20200128,23011,4659382687,4,JF31984WMFL,,,566073660,88,22,4,9.35,88.22,SPIDERMAN 2PC BATH SET,10,,5,1/28/2020,1/31/2020,1/31/2020,20,6389,WAL-MART DC 6038A-ASM DIS,8827D OLD RIVER RD,,MARCY,NY,13403,USA,,J B HUNT
SLF940,JF2015,BE96338-001,JF394-20200128,23011,4659382687,5,JF68745WMFL,,,568575459,76,19,4,8.702,58.52,JOJO WOW UNICORN HOODED TOWEL,10,,6,1/28/2020,1/31/2020,1/31/2020,20,6389,WAL-MART DC 6038A-ASM DIS,8827D OLD RIVER RD,,MARCY,NY,13403,USA,,J B HUNT
SLF940,JF2015,BE96338-001,JF394-20200128,23011,4659382687,6,JF68471WMFL,,,575499141,48,12,4,5.028,17.28,TOY STORY HOODED TOWEL,10,,7,1/28/2020,1/31/2020,1/31/2020,20,6389,WAL-MART DC 6038A-ASM DIS,8827D OLD RIVER RD,,MARCY,NY,13403,USA,,J B HUNT
SLF940,JF2015,BE96338-001,JF394-20200128,23011,4659382687,7,JF68470WMFL,,,575499142,44,11,4,4.609,15.84,LM PRINCESS ARIEL HOODED TOWEL,10,,8,1/28/2020,1/31/2020,1/31/2020,20,6389,WAL-MART DC 6038A-ASM DIS,8827D OLD RIVER RD,,MARCY,NY,13403,USA,,J B HUNT
SLF940,JF2015,BE96338-001,JF394-20200128,23011,4659382687,8,JF37262WMFL,,,575950672,88,22,4,9.35,87.78,FROZEN MODDULAR 2PC BATH SET,10,,9,1/28/2020,1/31/2020,1/31/2020,20,6389,WAL-MART DC 6038A-ASM DIS,8827D OLD RIVER RD,,MARCY,NY,13403,USA,,J B HUNT
SLF940,JF2015,BE96338-001,JF394-20200128,23011,4659382687,9,JF68484WMFL,,,575950675,40,10,4,4.19,32.4,FROZEN 2 OLAF HOODED BATH TOWE,10,,10,1/28/2020,1/31/2020,1/31/2020,20,6389,WAL-MART DC 6038A-ASM DIS,8827D OLD RIVER RD,,MARCY,NY,13403,USA,,J B HUNT
SLF940,JF2015,BE96338-001,JF394-20200128,23011,4659382687,10,JF68486WMFL,,,575950677,120,30,4,12.57,97.2,FROZEN 2 ELSA HOODED BATH TOWE,10,,11,1/28/2020,1/31/2020,1/31/2020,20,6389,WAL-MART DC 6038A-ASM DIS,8827D OLD RIVER RD,,MARCY,NY,13403,USA,,J B HUNT
SLF940,JF2015,BE96340-001,JF394-20200128,23011,5258682782,1,JF68357WMFL,,,555503652,16,4,4,1.624,14,MICKEY STRIPES HOODED TOWEL,5,,1,1/28/2020,1/31/2020,1/31/2020,20,6399,WAL-MART DC 6039A-ASM DIS,1659 POTTERTOWN RD,,MIDWAY,TN,37809,USA,,J B HUNT
SLF940,JF2015,BE96340-001,JF394-20200128,23011,5258682782,2,JF35668WMFL,,,564331437,36,9,4,3.654,45,MINNIE CLASSIC HOODED TOWEL,5,,3,1/28/2020,1/31/2020,1/31/2020,20,6399,WAL-MART DC 6039A-ASM DIS,1659 POTTERTOWN RD,,MIDWAY,TN,37809,USA,,J B HUNT
SLF940,JF2015,BE96340-001,JF394-20200128,23011,5258682782,3,JF68470WMFL,,,575499142,8,2,4,0.838,2.88,LM PRINCESS ARIEL HOODED TOWEL,5,,4,1/28/2020,1/31/2020,1/31/2020,20,6399,WAL-MART DC 6039A-ASM DIS,1659 POTTERTOWN RD,,MIDWAY,TN,37809,USA,,J B HUNT
SLF940,JF2015,BE96340-001,JF394-20200128,23011,5258682782,4,JF68484WMFL,,,575950675,24,6,4,2.514,19.44,FROZEN 2 OLAF HOODED BATH TOWE,5,,5,1/28/2020,1/31/2020,1/31/2020,20,6399,WAL-MART DC 6039A-ASM DIS,1659 POTTERTOWN RD,,MIDWAY,TN,37809,USA,,J B HUNT
SLF940,JF2015,BE96340-001,JF394-20200128,23011,5258682782,5,JF68486WMFL,,,575950677,80,20,4,8.38,64.8,FROZEN 2 ELSA HOODED BATH TOWE,5,,6,1/28/2020,1/31/2020,1/31/2020,20,6399,WAL-MART DC 6039A-ASM DIS,1659 POTTERTOWN RD,,MIDWAY,TN,37809,USA,,J B HUNT
SLF940,JF2015,BE96341-001,JF394-20200128,23011,4714182778,1,JF35671WMFL,,,564334102,24,4,6,2.076,20,MICKEY CLASSIC BATH TOWEL,5,,1,1/28/2020,1/31/2020,1/31/2020,20,6409,WAL-MART DC 6040A-ASM DIS,1010 PRODUCTION DRIVE,,HOPE MILLS,NC,28348,USA,,J B HUNT
SLF940,JF2015,BE96341-001,JF394-20200128,23011,4714182778,2,JF68745WMFL,,,568575459,64,16,4,7.328,49.28,JOJO WOW UNICORN HOODED TOWEL,5,,2,1/28/2020,1/31/2020,1/31/2020,20,6409,WAL-MART DC 6040A-ASM DIS,1010 PRODUCTION DRIVE,,HOPE MILLS,NC,28348,USA,,J B HUNT
SLF940,JF2015,BE96341-001,JF394-20200128,23011,4714182778,3,JF37262WMFL,,,575950672,48,12,4,5.1,47.88,FROZEN MODDULAR 2PC BATH SET,5,,3,1/28/2020,1/31/2020,1/31/2020,20,6409,WAL-MART DC 6040A-ASM DIS,1010 PRODUCTION DRIVE,,HOPE MILLS,NC,28348,USA,,J B HUNT
SLF940,JF2015,BE96341-001,JF394-20200128,23011,4714182778,4,JF68484WMFL,,,575950675,36,9,4,3.771,29.16,FROZEN 2 OLAF HOODED BATH TOWE,5,,4,1/28/2020,1/31/2020,1/31/2020,20,6409,WAL-MART DC 6040A-ASM DIS,1010 PRODUCTION DRIVE,,HOPE MILLS,NC,28348,USA,,J B HUNT
SLF940,JF2015,BE96341-001,JF394-20200128,23011,4714182778,5,JF68486WMFL,,,575950677,40,10,4,4.19,32.4,FROZEN 2 ELSA HOODED BATH TOWE,5,,5,1/28/2020,1/31/2020,1/31/2020,20,6409,WAL-MART DC 6040A-ASM DIS,1010 PRODUCTION DRIVE,,HOPE MILLS,NC,28348,USA,,J B HUNT
SLF940,JF2015,BE96342-001,JF394-20200128,23011,5309112775,1,JF35672WMFL,,,564331438,32,8,4,0.904,40,MICKEY CLASSIC HAND TOWEL,6,,2,1/28/2020,1/31/2020,1/31/2020,20,6439,WAL-MART DC 6043A-ASM DIS,492 JONESVILLE ROAD,,COLDWATER,MI,49036,USA,,J B HUNT
SLF940,JF2015,BE96342-001,JF394-20200128,23011,5309112775,2,JF35671WMFL,,,564334102,24,4,6,2.076,20,MICKEY CLASSIC BATH TOWEL,6,,3,1/28/2020,1/31/2020,1/31/2020,20,6439,WAL-MART DC 6043A-ASM DIS,492 JONESVILLE ROAD,,COLDWATER,MI,49036,USA,,J B HUNT
SLF940,JF2015,BE96342-001,JF394-20200128,23011,5309112775,3,JF31984WMFL,,,566073660,88,22,4,9.35,88.22,SPIDERMAN 2PC BATH SET,6,,4,1/28/2020,1/31/2020,1/31/2020,20,6439,WAL-MART DC 6043A-ASM DIS,492 JONESVILLE ROAD,,COLDWATER,MI,49036,USA,,J B HUNT
SLF940,JF2015,BE96342-001,JF394-20200128,23011,5309112775,4,JF68745WMFL,,,568575459,52,13,4,5.954,40.04,JOJO WOW UNICORN HOODED TOWEL,6,,5,1/28/2020,1/31/2020,1/31/2020,20,6439,WAL-MART DC 6043A-ASM DIS,492 JONESVILLE ROAD,,COLDWATER,MI,49036,USA,,J B HUNT
SLF940,JF2015,BE96342-001,JF394-20200128,23011,5309112775,5,JF37262WMFL,,,575950672,72,18,4,7.65,71.82,FROZEN MODDULAR 2PC BATH SET,6,,6,1/28/2020,1/31/2020,1/31/2020,20,6439,WAL-MART DC 6043A-ASM DIS,492 JONESVILLE ROAD,,COLDWATER,MI,49036,USA,,J B HUNT
SLF940,JF2015,BE96342-001,JF394-20200128,23011,5309112775,6,JF68486WMFL,,,575950677,120,30,4,12.57,97.2,FROZEN 2 ELSA HOODED BATH TOWE,6,,7,1/28/2020,1/31/2020,1/31/2020,20,6439,WAL-MART DC 6043A-ASM DIS,492 JONESVILLE ROAD,,COLDWATER,MI,49036,USA,,J B HUNT
SLF940,JF2015,BE96343-001,JF394-20200128,23011,4409382844,1,JF35671WMFL,,,564334102,6,1,6,0.519,5,MICKEY CLASSIC BATH TOWEL,7,,2,1/28/2020,1/31/2020,1/31/2020,20,6489,WAL-MART DC 6048A-ASM DIS,3022 HWY 743,,OPELOUSAS,LA,70570,USA,,J B HUNT
SLF940,JF2015,BE96343-001,JF394-20200128,23011,4409382844,2,JF68745WMFL,,,568575459,44,11,4,5.038,33.88,JOJO WOW UNICORN HOODED TOWEL,7,,3,1/28/2020,1/31/2020,1/31/2020,20,6489,WAL-MART DC 6048A-ASM DIS,3022 HWY 743,,OPELOUSAS,LA,70570,USA,,J B HUNT
SLF940,JF2015,BE96343-001,JF394-20200128,23011,4409382844,3,JF68054WMFL,,,573492459,4,1,4,0.419,1.44,LION KING HOODED TOWEL,7,,4,1/28/2020,1/31/2020,1/31/2020,20,6489,WAL-MART DC 6048A-ASM DIS,3022 HWY 743,,OPELOUSAS,LA,70570,USA,,J B HUNT
SLF940,JF2015,BE96343-001,JF394-20200128,23011,4409382844,4,JF37262WMFL,,,575950672,40,10,4,4.25,39.9,FROZEN MODDULAR 2PC BATH SET,7,,5,1/28/2020,1/31/2020,1/31/2020,20,6489,WAL-MART DC 6048A-ASM DIS,3022 HWY 743,,OPELOUSAS,LA,70570,USA,,J B HUNT
SLF940,JF2015,BE96343-001,JF394-20200128,23011,4409382844,5,JF68484WMFL,,,575950675,20,5,4,2.095,16.2,FROZEN 2 OLAF HOODED BATH TOWE,7,,6,1/28/2020,1/31/2020,1/31/2020,20,6489,WAL-MART DC 6048A-ASM DIS,3022 HWY 743,,OPELOUSAS,LA,70570,USA,,J B HUNT
SLF940,JF2015,BE96343-001,JF394-20200128,23011,4409382844,6,JF68486WMFL,,,575950677,40,10,4,4.19,32.4,FROZEN 2 ELSA HOODED BATH TOWE,7,,7,1/28/2020,1/31/2020,1/31/2020,20,6489,WAL-MART DC 6048A-ASM DIS,3022 HWY 743,,OPELOUSAS,LA,70570,USA,,J B HUNT
SLF940,JF2015,BE96343-001,JF394-20200128,23011,4409382844,7,JF68485WMFL,,,575950678,12,3,4,1.257,9.72,FROZEN 2 ANNA HOODED BATH TOWE,7,,8,1/28/2020,1/31/2020,1/31/2020,20,6489,WAL-MART DC 6048A-ASM DIS,3022 HWY 743,,OPELOUSAS,LA,70570,USA,,J B HUNT
SLF940,JF2015,BE96344-001,JF394-20200128,23011,5358682842,1,JF68357WMFL,,,555503652,36,9,4,3.654,31.5,MICKEY STRIPES HOODED TOWEL,8,,1,1/28/2020,1/31/2020,1/31/2020,20,6549,WAL-MART DC 6054A-ASM DIS,385 CALLAWAY CHURCH ROAD,,LA GRANGE,GA,30241,USA,,J B HUNT
SLF940,JF2015,BE96344-001,JF394-20200128,23011,5358682842,2,JF35671WMFL,,,564334102,30,5,6,2.595,25,MICKEY CLASSIC BATH TOWEL,8,,3,1/28/2020,1/31/2020,1/31/2020,20,6549,WAL-MART DC 6054A-ASM DIS,385 CALLAWAY CHURCH ROAD,,LA GRANGE,GA,30241,USA,,J B HUNT
SLF940,JF2015,BE96344-001,JF394-20200128,23011,5358682842,3,JF31984WMFL,,,566073660,88,22,4,9.35,88.22,SPIDERMAN 2PC BATH SET,8,,4,1/28/2020,1/31/2020,1/31/2020,20,6549,WAL-MART DC 6054A-ASM DIS,385 CALLAWAY CHURCH ROAD,,LA GRANGE,GA,30241,USA,,J B HUNT
SLF940,JF2015,BE96344-001,JF394-20200128,23011,5358682842,4,JF68745WMFL,,,568575459,60,15,4,6.87,46.2,JOJO WOW UNICORN HOODED TOWEL,8,,5,1/28/2020,1/31/2020,1/31/2020,20,6549,WAL-MART DC 6054A-ASM DIS,385 CALLAWAY CHURCH ROAD,,LA GRANGE,GA,30241,USA,,J B HUNT
SLF940,JF2015,BE96344-001,JF394-20200128,23011,5358682842,5,JF68471WMFL,,,575499141,48,12,4,5.028,17.28,TOY STORY HOODED TOWEL,8,,6,1/28/2020,1/31/2020,1/31/2020,20,6549,WAL-MART DC 6054A-ASM DIS,385 CALLAWAY CHURCH ROAD,,LA GRANGE,GA,30241,USA,,J B HUNT
SLF940,JF2015,BE96344-001,JF394-20200128,23011,5358682842,6,JF37262WMFL,,,575950672,44,11,4,4.675,43.89,FROZEN MODDULAR 2PC BATH SET,8,,7,1/28/2020,1/31/2020,1/31/2020,20,6549,WAL-MART DC 6054A-ASM DIS,385 CALLAWAY CHURCH ROAD,,LA GRANGE,GA,30241,USA,,J B HUNT
SLF940,JF2015,BE96344-001,JF394-20200128,23011,5358682842,7,JF68484WMFL,,,575950675,24,6,4,2.514,19.44,FROZEN 2 OLAF HOODED BATH TOWE,8,,8,1/28/2020,1/31/2020,1/31/2020,20,6549,WAL-MART DC 6054A-ASM DIS,385 CALLAWAY CHURCH ROAD,,LA GRANGE,GA,30241,USA,,J B HUNT
SLF940,JF2015,BE96344-001,JF394-20200128,23011,5358682842,8,JF68486WMFL,,,575950677,80,20,4,8.38,64.8,FROZEN 2 ELSA HOODED BATH TOWE,8,,9,1/28/2020,1/31/2020,1/31/2020,20,6549,WAL-MART DC 6054A-ASM DIS,385 CALLAWAY CHURCH ROAD,,LA GRANGE,GA,30241,USA,,J B HUNT
SLF940,JF2015,BE96346-001,JF394-20200128,23011,1009352886,1,JF68357WMFL,,,555503652,12,3,4,1.218,10.5,MICKEY STRIPES HOODED TOWEL,12,,1,1/28/2020,1/31/2020,1/31/2020,20,6669,WAL-MART DC 6066A-ASM DIS,694 CRENSHAW BLVD,,HOPKINSVILLE,KY,42240,USA,,J B HUNT
SLF940,JF2015,BE96346-001,JF394-20200128,23011,1009352886,2,JF68358WMFL,,,555503656,80,20,4,8.12,70,SPIDERMAN FACE ALTERNATIVE HOODED TOWEL,12,,2,1/28/2020,1/31/2020,1/31/2020,20,6669,WAL-MART DC 6066A-ASM DIS,694 CRENSHAW BLVD,,HOPKINSVILLE,KY,42240,USA,,J B HUNT
SLF940,JF2015,BE96346-001,JF394-20200128,23011,1009352886,3,JF35668WMFL,,,564331437,80,20,4,8.12,100,MINNIE CLASSIC HOODED TOWEL,12,,3,1/28/2020,1/31/2020,1/31/2020,20,6669,WAL-MART DC 6066A-ASM DIS,694 CRENSHAW BLVD,,HOPKINSVILLE,KY,42240,USA,,J B HUNT
SLF940,JF2015,BE96346-001,JF394-20200128,23011,1009352886,4,JF35672WMFL,,,564331438,12,3,4,0.339,15,MICKEY CLASSIC HAND TOWEL,12,,4,1/28/2020,1/31/2020,1/31/2020,20,6669,WAL-MART DC 6066A-ASM DIS,694 CRENSHAW BLVD,,HOPKINSVILLE,KY,42240,USA,,J B HUNT
SLF940,JF2015,BE96346-001,JF394-20200128,23011,1009352886,5,JF31984WMFL,,,566073660,56,14,4,5.95,56.14,SPIDERMAN 2PC BATH SET,12,,5,1/28/2020,1/31/2020,1/31/2020,20,6669,WAL-MART DC 6066A-ASM DIS,694 CRENSHAW BLVD,,HOPKINSVILLE,KY,42240,USA,,J B HUNT
