HDR940,JF2015,JF058-BD44549-001,FRED MEYER DIST CTR #0001,13029,0880,0083,0089514609,BD44549,001,06/14/2018,06/17/2018,06/23/2018,1,CALL FOR RTG,FRED MEYER DIST CTR #0001,222 MAURIN RD,RETAIL SVC CENTER,CHEHALIS,WA,98532
DTL940,JF2015,JF058-BD44549-001,13029,0089514609,1,JF27461FSDUCD,35059318,2128.0000,133.000,16,,.0000,ASST 2PC SLEEPOVER SETS
