HDR940,JF2015,JF202-BD51827-001,WAL-MART DC 6037A-ASM DIS,23011,6379,00022,8254185921,BD51827,001,06/20/2018,06/25/2018,06/25/2018,10,J B HUNT,WAL-MART DC 6037A-ASM DIS,2650 HWY 395 SOUTH,,HERMISTON,OR,97838
DTL940,JF2015,JF202-BD51827-001,23011,8254185921,1,JF24042WMCD,551822170,14.0000,7.000,2,2.744000,42.0000,SPIDERMAN HOMECOMING FULL SS
DTL940,JF2015,JF202-BD51827-001,23011,8254185921,2,JF28975WMCD,551826716,4.0000,2.000,2,.868000,5.7200,MOANA JOURNEY W/ MAUI FLEECE THROW
DTL940,JF2015,JF202-BD51827-001,23011,8254185921,3,JF25335WMCD,551830044,2.0000,1.000,2,.355000,6.0600,MINECRAFT CREEPER FULL SS
DTL940,JF2015,JF202-BD51827-001,23011,8254185921,4,JF26818WMCD,556163725,4.0000,2.000,2,.954000,6.0000,STAR WARS CLASSIC SPACE LOGO FLC THROW
DTL940,JF2015,JF202-BD51827-001,23011,8254185921,5,JF26819WMCD,556163729,2.0000,1.000,2,.846000,5.0000,STAR WARS CLASSIC SPACE LOGO FLEECE BLKT
DTL940,JF2015,JF202-BD51827-001,23011,8254185921,6,JF25747WMCD,566449764,8.0000,4.000,2,2.680000,8.8000,MINNIE MOUSE PILLOWBUDDY
DTL940,JF2015,JF202-BD51827-001,23011,8254185921,7,JF24332WMCD,566449769,12.0000,6.000,2,2.256000,32.0400,MARVEL MCMP FIGHT CLUB FULL SS
DTL940,JF2015,JF202-BD51827-001,23011,8254185921,8,JF25502WMCD,566449770,12.0000,6.000,2,2.352000,32.2200,SHOPKINS BETTER TOGETHER FULL
DTL940,JF2015,JF202-BD51827-001,23011,8254185921,9,JF24338WOCD,566449773,8.0000,4.000,2,,21.2000,MINNIE BEING ME FULL SS
DTL940,JF2015,JF202-BD51827-001,23011,8254185921,10,JF25508WMCD,566449777,12.0000,6.000,2,1.974000,26.5800,BLACK PANTHER SILVER TRIBE TWI
HDR940,JF2015,JF202-BD51830-001,WAL-MART DC 6037A-ASM DIS,23011,6379,00020,8854374428,BD51830,001,06/20/2018,06/25/2018,06/25/2018,7,J B HUNT,WAL-MART DC 6037A-ASM DIS,2650 HWY 395 SOUTH,,HERMISTON,OR,97838
DTL940,JF2015,JF202-BD51830-001,23011,8854374428,1,JF09316WMCD,553284815,12.0000,1.000,12,.833000,9.0000,FRET RESIN SHOWER CURTAIN HOOK
DTL940,JF2015,JF202-BD51830-001,23011,8854374428,2,JF06120WCD/12,554031428,24.0000,2.000,12,1.144000,20.0000,STAR WARS CLASSIC SAGA SHOWER
DTL940,JF2015,JF202-BD51830-001,23011,8854374428,3,JF07795WMCD,555998431,16.0000,4.000,4,1.068000,16.0000,SHOPKINS I LOVE SHOPKINS SHOWE
DTL940,JF2015,JF202-BD51830-001,23011,8854374428,4,JF07624WMCD,564331434,9.0000,3.000,3,1.755000,9.0000,FROZEN TEAL LOVE WASTEBASKET
DTL940,JF2015,JF202-BD51830-001,23011,8854374428,5,JF07713WMCD,564331509,16.0000,2.000,8,1.562000,12.0000,MS ELEPHANT TBH
DTL940,JF2015,JF202-BD51830-001,23011,8854374428,6,JF07614WMCD,564334109,24.0000,2.000,12,1.592000,20.0000,MS MIDNIGHT ROSE SHOWER HOOKS
DTL940,JF2015,JF202-BD51830-001,23011,8854374428,7,JF07620WMCD,565486938,8.0000,2.000,4,.430000,6.3400,MICKEY SHOWER HOOKS
HDR940,JF2015,JF202-BD51831-001,WAL-MART DC 6038A-ASM DIS,23011,6389,00022,8054186214,BD51831,001,06/20/2018,06/25/2018,06/25/2018,38,J B HUNT,WAL-MART DC 6038A-ASM DIS,8827D OLD RIVER RD,,MARCY,NY,13403
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,1,JF29594WMCD,551567541,38.0000,19.000,2,8.246000,54.3400,CARS 3 RACE TRACK FLEECE THROW
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,2,JF24044WMCD,551567542,32.0000,16.000,2,8.320000,45.7600,SPIDERMAN HOMECOMING FLEECE THROW
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,3,JF25336WMCD,551568670,20.0000,10.000,2,4.770000,28.6000,MINECRAFT TNT 53X53 FLEECE THROW
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,4,JF29592WMCD,551811614,16.0000,8.000,2,2.992000,42.4000,CARS 3 RACE TRACK FULL SS
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,5,JF24042WMCD,551822170,16.0000,8.000,2,3.136000,48.0000,SPIDERMAN HOMECOMING FULL SS
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,6,JF28975WMCD,551826716,2.0000,1.000,2,.434000,2.8600,MOANA JOURNEY W/ MAUI FLEECE THROW
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,7,JF25335WMCD,551830044,4.0000,2.000,2,.710000,12.1200,MINECRAFT CREEPER FULL SS
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,8,JF27892WMCD,555596834,28.0000,14.000,2,5.670000,84.0000,MOANA THE JOURNEY MF FULL SS
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,9,JF26818WMCD,556163725,2.0000,1.000,2,.477000,3.0000,STAR WARS CLASSIC SPACE LOGO FLC THROW
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,10,JF26819WMCD,556163729,2.0000,1.000,2,.846000,5.0000,STAR WARS CLASSIC SPACE LOGO FLEECE BLKT
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,11,JF29063TICD,556994591,26.0000,13.000,2,10.868000,34.3200,SPIDERMAN ULTIMATE PILLOWTIME PAL
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,12,JF26816WMCD,557187946,16.0000,8.000,2,3.240000,40.0000,STAR WARS CLASSIC SPACE LOGO FULL SS
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,13,JF25337WMCD,557556390,40.0000,20.000,2,16.920000,100.0000,MINECRAFT CREEPER 62X90 FLEECE BLANKET
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,14,JF28976WMCD,557556403,2.0000,1.000,2,.891000,5.0000,MOANA JOURNEY W/ MAUI FLEECE BLANKET
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,15,JF29593WMCD,557556406,20.0000,10.000,2,8.910000,50.0000,CARS 3 RACE TRACK FLEECE BLANK
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,16,JF24043WMCD,557556409,24.0000,12.000,2,10.692000,60.0000,SPIDERMAN HOMECOMING FLEECE BL
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,17,JF24049WMCD,563775914,46.0000,23.000,2,6.969000,98.2100,SPIDERMAN HOMECOMING TWIN SS
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,18,JF26788WMCD,563775918,24.0000,12.000,2,4.248000,60.0000,STAR WARS CLASSIC SPACE LOGO TWIN SS
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,19,JF27896WMCD,563775925,64.0000,32.000,2,9.984000,160.0000,MOANA THE JOURNEY MF TWIN SS
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,20,JF24048WMCD,563775934,20.0000,10.000,2,17.180000,86.0000,SPIDERMAN T/F COMFORTER + SHAM
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,21,JF29585WMCD,563775935,20.0000,10.000,2,17.180000,82.1000,CARS 3 RACE T/F COMF W/ SHAM
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,22,JF27895WMCD,563775937,20.0000,10.000,2,16.660000,90.0000,MOANA JOURNEY T/F COMF W/SHAM
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,23,JF26787WMCD,563775938,20.0000,10.000,2,17.180000,90.0000,STAR WARS CLASSIC SPACE COMF W
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,24,JF25342WMCD,563775942,40.0000,20.000,2,33.320000,160.0000,MINECRAFT T/F COMFORTER + SHAM
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,25,JF25747WMCD,566449764,8.0000,4.000,2,2.680000,8.8000,MINNIE MOUSE PILLOWBUDDY
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,26,JF25501WMCD,566449767,30.0000,15.000,2,5.310000,64.0500,SHOPKINS BETTER TOGETHER TWIN
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,27,JF25502WMCD,566449770,16.0000,8.000,2,3.136000,42.9600,SHOPKINS BETTER TOGETHER FULL
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,28,JF25918WMCD,566449772,48.0000,24.000,2,15.744000,47.5200,MINECRAFT CREEPER PILLOWBUDDY
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,29,JF25510WMCD,566449776,6.0000,3.000,2,1.092000,18.1800,BLACK PANTHER SILVER TRIBE FUL
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,30,JF25508WMCD,566449777,16.0000,8.000,2,2.632000,35.4400,BLACK PANTHER SILVER TRIBE TWI
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,31,JF24339WMCD,566449778,16.0000,8.000,2,7.128000,40.0000,MINNIE BEING ME BLANKET
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,32,JF24340WMCD,566449779,24.0000,12.000,2,5.208000,36.0000,MINNIE BEING ME 46X60 FLEECE T
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,33,JF25504WMCD,566449783,24.0000,12.000,2,5.844000,34.3200,SHOPKINS BETTER TOGETHER THROW
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,34,JF24334WMCD,566449787,24.0000,12.000,2,6.240000,36.0000,AVENGERS FIGHT CLUB THROW
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,35,JF25500WMCD,566449791,40.0000,20.000,2,34.360000,171.2000,SHOPKINS BETTER TOGETHER T/F COMF W/SHAM
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,36,JF24330WMCD,566449794,40.0000,20.000,2,33.600000,164.0000,MARVEL MCMP FIGHT CLUB T/F COMF W/SHAM
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,37,JF29183TICD,566449795,8.0000,4.000,2,4.640000,12.0000,MOANA PUA PIG PILLOWBUDDY
DTL940,JF2015,JF202-BD51831-001,23011,8054186214,38,JF25505WMCD,566592306,24.0000,12.000,2,12.636000,35.2800,ASST SHOPKINS PILLOWBUDDY
HDR940,JF2015,JF202-BD51832-001,WAL-MART DC 6038A-ASM DIS,23011,6389,00020,9304374371,BD51832,001,06/20/2018,06/25/2018,06/25/2018,5,J B HUNT,WAL-MART DC 6038A-ASM DIS,8827D OLD RIVER RD,,MARCY,NY,13403
DTL940,JF2015,JF202-BD51832-001,23011,9304374371,1,JF09313WMCD,553284813,6.0000,1.000,6,1.760000,8.0000,FRET PLASTIC WASTEBASKET
DTL940,JF2015,JF202-BD51832-001,23011,9304374371,2,JF09314WMCD,553284814,6.0000,1.000,6,.925000,6.0000,FRET LOTION PUMP CERAMIC
DTL940,JF2015,JF202-BD51832-001,23011,9304374371,3,JF07796WMCD,555998434,24.0000,12.000,2,4.656000,24.0000,SHOPKINS I LOVE SHOPKINS FOAM
DTL940,JF2015,JF202-BD51832-001,23011,9304374371,4,JF07716WMCD,564334101,24.0000,2.000,12,1.592000,20.0000,MS ELEPHANT SHOWER HOOKS
DTL940,JF2015,JF202-BD51832-001,23011,9304374371,5,JF07614WMCD,564334109,36.0000,3.000,12,2.388000,30.0000,MS MIDNIGHT ROSE SHOWER HOOKS
HDR940,JF2015,JF202-BD51833-001,WAL-MART DC 6039A-ASM DIS,23011,6399,00020,1254394258,BD51833,001,06/20/2018,06/25/2018,06/25/2018,3,J B HUNT,WAL-MART DC 6039A-ASM DIS,1659 POTTERTOWN RD,,MIDWAY,TN,37809
DTL940,JF2015,JF202-BD51833-001,23011,1254394258,1,JF09318WMCD,553284816,8.0000,1.000,8,.902000,7.0000,FRET TOOTHBRUSH HOLDER CERAMIC
