HDR940,JF2015,JF205-BD51260-001,AAFES WC DC #9966,01745,J433,0084881020,0084881020,BD51260,001,06/21/2018,06/29/2018,06/29/2018,4,CALL FOR RTG,AAFES WC DC #9966,700 E ROTH RD BLDG 550,DLA SHARPE SITE,FRENCH CAMP,CA,95231
DTL940,JF2015,JF205-BD51260-001,01745,0084881020,1,JF22633AACD,478137038,2.0000,1.000,2,.782000,4.6200,SHOPKINS SHOPPING CART FUN FLC BLNKT
DTL940,JF2015,JF205-BD51260-001,01745,0084881020,2,JF27619AACD,478220376,2.0000,1.000,2,,3.0000,AVENGERS CAPT AMERICA PILLOW B
DTL940,JF2015,JF205-BD51260-001,01745,0084881020,3,JF22634KMCD,478249677,2.0000,1.000,2,.000000,2.6400,SHOPKINS SHOPPING CART FUN FLC
DTL940,JF2015,JF205-BD51260-001,01745,0084881020,4,JF22984AACD,478249678,6.0000,1.000,6,1.324000,7.0000,MINNIE CLASSIC DOT COUTURE THROW
HDR940,JF2015,JF205-BD51261-001,AAFES WC DC #9966,01745,I081,0084881020,0084881020,BD51261,001,06/21/2018,06/29/2018,06/29/2018,6,CALL FOR RTG,AAFES WC DC #9966,700 E ROTH RD BLDG 550,DLA SHARPE SITE,FRENCH CAMP,CA,95231
DTL940,JF2015,JF205-BD51261-001,01745,0084881020,1,JF20777AACD,478152821,3.0000,1.000,3,.891000,3.0000,MINNIE BOWTIQUE PILLOWTIME PAL
DTL940,JF2015,JF205-BD51261-001,01745,0084881020,2,JF23067AACD,478155875,2.0000,1.000,2,.318000,4.0000,MMCH ADVENTURE TWIN SHEET SET
DTL940,JF2015,JF205-BD51261-001,01745,0084881020,3,JF21965AACD,478220379,2.0000,1.000,2,.836000,3.0000,CARS 3 CRUZ PILLOW BUDDY 14"
DTL940,JF2015,JF205-BD51261-001,01745,0084881020,4,JF22623AACD,478220380,6.0000,3.000,2,2.841000,9.0000,SHOPKINS STRAWBERRY KISS PILLOWBUDDY
DTL940,JF2015,JF205-BD51261-001,01745,0084881020,5,JF27391AACD,478220383,2.0000,1.000,2,.907000,3.0000,STAR WARS EP8 PORG PILLOWBUDDY
DTL940,JF2015,JF205-BD51261-001,01745,0084881020,6,JF28828KMCD,478231945,1.0000,1.000,1,1.102000,4.0200,CARS 3 HIGH TECH TWIN COMF
HDR940,JF2015,JF205-BD51262-001,AAFES WC DC #9966,01745,M043,0084881020,0084881020,BD51262,001,06/21/2018,06/29/2018,06/29/2018,1,CALL FOR RTG,AAFES WC DC #9966,700 E ROTH RD BLDG 550,DLA SHARPE SITE,FRENCH CAMP,CA,95231
DTL940,JF2015,JF205-BD51262-001,01745,0084881020,1,JF21965AACD,478220379,2.0000,1.000,2,.836000,3.0000,CARS 3 CRUZ PILLOW BUDDY 14"
HDR940,JF2015,JF205-BD51263-001,AAFES WC DC #9966,01745,C517,0084881020,0084881020,BD51263,001,06/21/2018,06/29/2018,06/29/2018,3,CALL FOR RTG,AAFES WC DC #9966,700 E ROTH RD BLDG 550,DLA SHARPE SITE,FRENCH CAMP,CA,95231
DTL940,JF2015,JF205-BD51263-001,01745,0084881020,1,JF28839KMCD,478150996,2.0000,1.000,2,.830000,5.0700,CARS 3 HIGH TECH BLANKET
DTL940,JF2015,JF205-BD51263-001,01745,0084881020,2,JF22623AACD,478220380,2.0000,1.000,2,.947000,3.0000,SHOPKINS STRAWBERRY KISS PILLOWBUDDY
DTL940,JF2015,JF205-BD51263-001,01745,0084881020,3,JF22630AACD,478231961,1.0000,1.000,1,1.298000,5.0000,SHOPKINS PATCHWORK TWIN/FULL COMF
HDR940,JF2015,JF205-BD51264-001,AAFES WC DC #9966,01745,T415,0084881020,0084881020,BD51264,001,06/21/2018,06/29/2018,06/29/2018,5,CALL FOR RTG,AAFES WC DC #9966,700 E ROTH RD BLDG 550,DLA SHARPE SITE,FRENCH CAMP,CA,95231
DTL940,JF2015,JF205-BD51264-001,01745,0084881020,1,JF20777AACD,478152821,3.0000,1.000,3,.891000,3.0000,MINNIE BOWTIQUE PILLOWTIME PAL
DTL940,JF2015,JF205-BD51264-001,01745,0084881020,2,JF28838AACD,478155852,6.0000,3.000,2,.867000,12.0000,SPIDERMAN MOVIE WALL CRAWLER T
DTL940,JF2015,JF205-BD51264-001,01745,0084881020,3,JF27391AACD,478220383,2.0000,1.000,2,.907000,3.0000,STAR WARS EP8 PORG PILLOWBUDDY
DTL940,JF2015,JF205-BD51264-001,01745,0084881020,4,JF27486AACD,478220384,2.0000,1.000,2,1.787000,4.6200,STAR WARS EP 8 BB9 PILLOW BUDDY
DTL940,JF2015,JF205-BD51264-001,01745,0084881020,5,JF28837AACD,478231944,1.0000,1.000,1,1.225000,4.1300,SPIDERMAN MOVIE WALL CRAWLER T
HDR940,JF2015,JF205-BD51265-001,AAFES WC DC #9966,01745,K651,0084881020,0084881020,BD51265,001,06/21/2018,06/29/2018,06/29/2018,4,CALL FOR RTG,AAFES WC DC #9966,700 E ROTH RD BLDG 550,DLA SHARPE SITE,FRENCH CAMP,CA,95231
DTL940,JF2015,JF205-BD51265-001,01745,0084881020,1,JF28838AACD,478155852,2.0000,1.000,2,.289000,4.0000,SPIDERMAN MOVIE WALL CRAWLER T
