HDR940,JF2015,JF047-BD50580-001,WAL-MART DC 8240,33011,08240,00022,6958520032,BD50580,001,06/14/2018,06/18/2018,06/20/2018,1,J B HUNT,WAL-MART DC 8240,6055 SOUTH FULTON PARKWAY,,ATLANTA,GA,30349
DTL940,JF2015,JF047-BD50580-001,33011,6958520032,1,JF21335WCCD,567154306,2.0000,1.000,2,2.076000,4.0000,CAPTAIN AMERICA CUBE PILLOW
HDR940,JF2015,JF047-BD50582-001,WAL-MART DC 7006,33011,7006,00020,5713360017,BD50582,001,06/14/2018,06/18/2018,06/20/2018,6,J B HUNT,WAL-MART DC 7006,5300 WESTPORT PARKWAY,,FORT WORTH,TX,76177
DTL940,JF2015,JF047-BD50582-001,33011,5713360017,1,JF01520WMCD,552928512,8.0000,2.000,4,.582000,8.0000,JOHN DEERE MF SHOWER CURTAIN
DTL940,JF2015,JF047-BD50582-001,33011,5713360017,2,JF30252WMCD,552928547,4.0000,1.000,4,.291000,3.0000,JOHN DEERE TOOTHBRUSH HOLDER
DTL940,JF2015,JF047-BD50582-001,33011,5713360017,3,JF01535MCD,552928649,4.0000,1.000,4,,2.0000,TMNT LOTION PUMP
DTL940,JF2015,JF047-BD50582-001,33011,5713360017,4,JF09319WMCD,553284817,9.0000,3.000,3,1.092000,9.0000,FRET COVERED JAR CERAMIC
DTL940,JF2015,JF047-BD50582-001,33011,5713360017,5,JF00776WMCD,555500434,3.0000,1.000,3,.585000,3.0000,FINDING DORY BUBBLE BUDDIES WASTECAN
DTL940,JF2015,JF047-BD50582-001,33011,5713360017,6,JF00772WMCD,557973685,10.0000,5.000,2,2.185000,10.0000,STAR WARS CLASSIC R2D2 & C3PO FOAM RUG
HDR940,JF2015,JF047-BD50587-001,WALMART DC 7356,33011,7356,00020,3358570017,BD50587,001,06/14/2018,06/18/2018,06/20/2018,2,J B HUNT,WALMART DC 7356,3215 COMMERCE CENTER BLVD,,BETHLEHEM,PA,18015
DTL940,JF2015,JF047-BD50587-001,33011,3358570017,1,JF09313WMCD,553487721,18.0000,3.000,6,5.280000,24.0000,FRET PLASTIC WASTEBASKET
DTL940,JF2015,JF047-BD50587-001,33011,3358570017,2,JF00776WMCD,555500434,9.0000,3.000,3,1.755000,9.0000,FINDING DORY BUBBLE BUDDIES WASTECAN
HDR940,JF2015,JF047-BD50588-001,WALMART DC 7356,33011,7356,00022,6758520039,BD50588,001,06/14/2018,06/18/2018,06/20/2018,2,J B HUNT,WALMART DC 7356,3215 COMMERCE CENTER BLVD,,BETHLEHEM,PA,18015
DTL940,JF2015,JF047-BD50588-001,33011,6758520039,1,JF25507WMCD,566449790,16.0000,8.000,2,14.664000,64.0000,BLACK PANTHER SILVER TRIBE T/F
DTL940,JF2015,JF047-BD50588-001,33011,6758520039,2,JF28847ECD,566720047,6.0000,1.000,6,.869000,11.9500,DEAD POOL INVASION TWIN SHEET SET
HDR940,JF2015,JF047-BD50591-001,WAL-MART DC 7853,33011,7531,00020,2558570014,BD50591,001,06/14/2018,06/18/2018,06/20/2018,3,J B HUNT,WAL-MART DC 7853,5100 NORTH RIDGE TRAIL,,DAVENPORT,FL,33897
DTL940,JF2015,JF047-BD50591-001,33011,2558570014,1,JF01535MCD,552928649,4.0000,1.000,4,,2.0000,TMNT LOTION PUMP
DTL940,JF2015,JF047-BD50591-001,33011,2558570014,2,JF01536CD,552928690,3.0000,1.000,3,.656000,4.0000,FROZEN PLASTIC WASTECAN
DTL940,JF2015,JF047-BD50591-001,33011,2558570014,3,JF09313WMCD,553487721,18.0000,3.000,6,5.280000,24.0000,FRET PLASTIC WASTEBASKET
HDR940,JF2015,JF047-BD50600-001,WAL-MART DC #8103,33011,8103,00020,8408560017,BD50600,001,06/14/2018,06/18/2018,06/20/2018,1,J B HUNT,WAL-MART DC #8103,6750 KIMBALL AVE,,CHINO,CA,91708
DTL940,JF2015,JF047-BD50600-001,33011,8408560017,1,JF01625WCD,554913015,24.0000,6.000,4,4.500000,24.0000,STAR WARS CLASSIC R2D2 WASTEBASKET
